Claim Settlement Time,Claim Approval Rate,Claims Handling Process,Service_score
10.16,90.06,2,1
7.39,88.45,1,2
24.24,87.68,1,0
15.03,84.22,2,1
16.97,97.93,0,0
29.56,84.81,1,0
15.89,95.98,0,0
5.61,94.96,1,2
10.63,98.92,1,2
15.05,84.31,0,2
3.34,82.47,1,2
21.17,90.22,2,1
8.14,93.4,2,1
17.42,82.98,1,0
17.12,97.93,2,1
26.94,85.44,1,0
18.32,82.11,0,0
26.95,88.18,1,0
18.13,95.92,2,1
26.15,89.08,1,0
5.07,81.01,2,1
8.29,84.69,1,2
22.92,89.59,0,0
21.17,96.94,2,1
26.03,94.73,0,0
16.07,98.52,1,0
20.4,95.58,1,0
7.45,91.37,2,1
18.68,95.35,2,1
3.55,93.1,1,2
27.46,95.45,0,0
27.44,81.0,2,1
12.93,89.51,1,2
13.08,98.66,0,2
4.66,87.94,2,1
24.3,82.7,2,1
26.6,95.94,0,0
8.7,94.61,2,1
24.05,95.53,1,0
22.74,99.47,2,1
13.67,90.2,1,2
16.23,95.07,1,0
8.69,95.94,1,2
28.93,94.6,0,0
9.89,92.59,2,1
18.72,82.14,0,0
7.35,99.5,0,2
25.37,92.24,1,0
4.13,99.83,0,2
14.67,87.35,2,1
10.77,93.91,2,1
23.55,98.54,0,0
2.48,98.35,2,1
6.18,95.79,2,1
11.75,86.59,2,1
7.99,92.1,0,2
6.87,93.21,0,2
9.72,88.83,1,2
2.5,84.94,1,2
9.29,85.05,2,1
25.18,88.0,1,0
1.06,85.61,2,1
24.02,96.97,2,1
9.27,95.41,0,2
19.71,83.69,2,1
8.78,97.66,1,2
20.59,88.01,0,0
5.56,83.37,2,1
16.61,91.16,2,1
24.96,81.31,0,0
6.5,93.78,2,1
26.15,85.13,1,0
3.61,95.04,0,2
19.81,87.91,0,0
28.56,92.14,2,1
3.56,95.39,0,2
1.14,81.64,1,2
24.5,99.94,1,0
21.28,80.41,0,0
11.96,84.51,1,2
20.17,95.34,0,0
6.87,97.55,0,2
28.09,97.39,1,0
8.1,90.9,2,1
21.23,81.25,2,1
19.69,84.12,2,1
9.6,80.88,1,2
17.65,91.14,0,0
17.6,94.88,0,0
7.86,91.71,2,1
15.84,82.21,2,1
2.93,94.75,0,2
26.89,89.8,0,0
20.29,95.34,2,1
22.5,82.74,2,1
13.44,95.99,2,1
9.64,93.65,1,2
5.81,87.5,2,1
7.56,95.85,0,2
4.84,80.17,1,2
13.21,88.18,0,2
20.09,95.51,2,1
28.46,95.49,1,0
8.92,98.87,0,2
15.51,83.37,1,0
20.0,88.51,1,0
11.87,80.73,1,2
7.35,81.77,2,1
3.74,92.21,0,2
26.8,94.49,0,0
19.63,90.93,2,1
18.46,81.93,1,0
13.23,86.42,0,2
2.17,89.37,1,2
22.28,84.67,2,1
19.05,83.05,0,0
12.46,88.29,0,2
2.64,91.45,2,1
9.98,94.6,0,2
16.04,88.41,0,0
16.12,93.37,0,0
19.12,99.51,1,0
5.11,80.16,1,2
21.23,88.09,1,0
4.68,96.16,0,2
8.29,98.76,1,2
25.24,82.24,0,0
18.21,86.07,1,0
16.44,90.97,2,1
4.11,92.7,1,2
19.43,83.67,2,1
12.9,99.14,2,1
21.46,84.57,1,0
28.5,89.91,2,1
11.65,93.25,0,2
10.19,91.4,0,2
16.12,86.62,1,0
19.04,90.73,1,0
22.59,90.07,0,0
11.92,93.89,1,2
18.03,98.64,2,1
13.29,93.69,2,1
29.15,92.89,0,0
28.95,81.71,1,0
13.68,92.64,1,2
9.47,87.45,2,1
10.85,89.32,2,1
20.56,93.49,0,0
4.57,91.44,2,1
1.49,97.11,1,2
23.98,99.94,1,0
24.31,97.82,1,0
2.4,90.75,0,2
10.74,87.89,1,2
3.73,94.22,1,2
18.31,95.84,2,1
1.57,90.31,1,2
27.16,88.12,2,1
24.15,87.56,2,1
17.24,92.49,1,0
5.38,96.2,1,2
9.73,91.85,2,1
19.61,84.53,0,0
10.65,85.5,2,1
19.43,81.06,1,0
18.81,90.5,2,1
16.88,94.73,2,1
8.29,94.4,2,1
4.25,83.63,2,1
17.95,90.56,0,0
22.42,94.6,1,0
23.72,88.93,0,0
7.65,98.36,1,2
7.11,88.37,1,2
8.07,80.08,2,1
3.85,88.09,1,2
11.56,85.13,2,1
11.33,88.78,2,1
22.88,95.06,2,1
4.55,84.16,0,2
9.59,85.34,0,2
8.37,99.54,2,1
15.28,89.97,1,2
24.48,88.05,1,0
6.59,94.1,0,2
26.67,95.56,1,0
18.17,97.52,1,0
17.59,96.57,2,1
9.47,80.55,0,2
9.58,86.58,2,1
25.33,98.2,2,1
20.16,87.63,1,0
20.94,98.52,0,0
17.72,80.7,1,0
28.51,83.28,0,0
23.19,84.35,0,0
21.57,80.62,2,1
17.31,89.21,0,0
21.98,91.43,1,0
15.37,89.54,1,2
27.56,97.45,0,0
6.22,93.62,2,1
19.52,89.73,0,0
12.43,81.41,2,1
10.41,86.34,1,2
27.63,92.29,0,0
28.64,90.94,1,0
18.41,93.06,1,0
28.32,96.0,1,0
7.4,83.72,2,1
29.89,80.19,2,1
25.13,98.56,0,0
20.8,92.23,2,1
22.46,93.49,2,1
25.75,87.4,0,0
14.92,82.34,1,2
4.69,84.14,0,2
16.98,99.87,2,1
23.74,84.54,2,1
11.35,88.13,1,2
22.72,84.01,1,0
18.73,92.75,1,0
21.37,80.8,1,0
26.65,88.32,0,0
8.53,81.2,1,2
22.68,81.84,1,0
18.95,93.47,2,1
14.99,89.83,2,1
5.14,82.18,1,2
26.83,90.98,1,0
26.64,83.05,1,0
25.16,86.02,1,0
22.27,94.75,0,0
6.53,99.11,1,2
3.81,86.91,2,1
15.81,94.33,2,1
12.72,99.12,1,2
5.86,80.69,0,2
25.81,87.39,0,0
17.96,93.6,2,1
28.71,85.02,0,0
24.07,97.38,2,1
7.49,98.34,1,2
19.7,90.18,0,0
24.57,91.68,0,0
2.57,99.44,0,2
16.35,94.25,2,1
7.84,81.1,2,1
2.04,85.2,2,1
29.39,84.43,2,1
19.48,86.4,0,0
17.08,87.73,0,0
23.73,89.42,1,0
20.04,83.93,2,1
4.6,98.28,2,1
11.36,83.77,2,1
16.87,88.15,0,0
15.98,97.66,1,0
14.13,98.7,0,2
3.95,84.37,0,2
16.41,93.81,2,1
17.64,87.52,0,0
16.27,93.93,1,0
4.3,88.97,1,2
13.81,82.53,2,1
13.96,93.31,1,2
2.04,96.9,0,2
6.58,96.21,0,2
16.7,98.17,0,0
2.63,88.64,2,1
17.9,84.28,1,0
17.25,90.6,0,0
6.89,97.65,0,2
7.79,93.39,0,2
21.03,97.18,1,0
17.75,80.61,0,0
15.09,85.05,1,2
9.28,98.41,0,2
23.72,82.77,1,0
18.4,96.88,1,0
20.77,93.39,0,0
9.92,87.18,2,1
28.69,88.51,2,1
17.04,97.81,1,0
18.94,88.57,2,1
22.09,93.41,0,0
28.22,83.14,1,0
7.45,90.96,2,1
4.43,98.03,0,2
14.98,97.07,0,2
6.84,81.06,1,2
29.89,96.65,1,0
2.4,84.12,0,2
11.74,90.34,2,1
4.53,81.33,0,2
26.17,97.91,0,0
6.71,88.65,1,2
17.44,80.34,2,1
27.48,87.46,0,0
14.15,84.9,2,1
15.17,90.75,0,2
14.48,84.94,0,2
27.95,88.81,0,0
1.58,95.2,2,1
17.63,87.93,2,1
17.39,96.71,1,0
5.01,97.47,2,1
4.04,85.42,2,1
8.72,81.58,1,2
25.34,96.45,1,0
20.28,85.8,1,0
22.3,98.26,1,0
15.5,99.61,1,0
4.55,98.09,2,1
22.81,88.76,0,0
20.45,81.45,0,0
15.12,98.28,1,2
4.97,81.16,2,1
8.72,88.41,2,1
4.5,95.47,1,2
27.86,93.02,1,0
18.34,92.02,0,0
7.59,93.82,2,1
16.11,81.0,1,0
17.29,89.88,0,0
4.24,87.8,0,2
13.75,84.95,1,2
1.06,96.27,1,2
26.7,87.72,2,1
4.41,88.06,1,2
2.79,82.13,0,2
7.88,86.68,1,2
7.74,91.62,0,2
20.92,94.62,1,0
16.61,94.45,0,0
21.53,98.46,1,0
24.36,99.24,1,0
11.92,82.23,2,1
1.88,84.62,1,2
16.61,83.83,0,0
21.71,80.82,2,1
25.7,84.92,2,1
22.98,85.82,0,0
25.8,89.18,2,1
26.96,90.87,2,1
12.47,85.32,2,1
13.45,98.03,0,2
15.77,95.42,1,0
20.3,93.4,0,0
26.89,80.79,0,0
25.25,91.03,0,0
1.0,90.93,1,2
10.3,89.47,1,2
7.47,91.23,0,2
5.8,83.91,0,2
14.84,88.47,2,1
20.77,91.87,0,0
15.82,85.06,2,1
23.33,86.72,0,0
8.19,86.31,2,1
22.02,99.79,0,0
7.74,84.38,2,1
27.48,86.48,2,1
7.19,93.92,1,2
6.46,95.66,2,1
10.66,83.82,1,2
12.28,93.74,0,2
26.43,95.85,1,0
19.5,91.7,2,1
27.99,87.05,0,0
5.61,98.59,0,2
2.19,81.37,0,2
6.58,87.2,2,1
13.33,91.1,2,1
15.76,88.81,2,1
10.39,97.0,1,2
12.92,83.01,1,2
17.62,86.17,2,1
18.68,88.36,1,0
10.42,86.12,0,2
7.01,91.71,2,1
25.39,99.14,2,1
12.31,83.63,2,1
13.09,94.95,0,2
27.42,86.59,0,0
11.4,84.98,2,1
24.87,81.04,1,0
25.7,91.83,1,0
17.96,86.59,2,1
13.25,96.4,0,2
21.91,97.77,0,0
18.36,94.77,2,1
23.4,84.28,2,1
29.55,85.08,1,0
15.47,83.04,1,0
23.45,96.32,0,0
3.69,98.2,1,2
10.29,94.72,2,1
14.05,84.38,1,2
3.61,99.25,1,2
4.0,83.83,2,1
19.71,95.18,0,0
2.15,98.52,2,1
15.44,91.77,2,1
13.79,99.87,2,1
18.4,97.46,1,0
3.11,91.53,1,2
19.43,95.81,1,0
27.36,93.5,2,1
23.71,98.45,1,0
8.99,81.88,2,1
27.18,90.37,0,0
1.76,82.37,2,1
6.7,93.64,2,1
19.04,89.14,1,0
24.1,82.23,2,1
5.79,96.81,2,1
2.37,98.72,2,1
28.87,92.21,0,0
14.17,96.96,2,1
27.21,81.53,0,0
20.94,95.03,2,1
1.91,95.09,0,2
13.13,94.68,0,2
1.05,86.99,0,2
25.05,89.1,0,0
12.69,82.17,0,2
13.8,93.67,1,2
28.47,85.98,1,0
24.32,93.2,1,0
18.1,97.69,0,0
1.04,99.74,0,2
18.84,97.3,0,0
24.92,86.58,2,1
7.9,87.83,0,2
10.88,81.44,0,2
16.06,94.99,2,1
20.93,96.4,1,0
16.0,87.42,2,1
14.24,90.65,1,2
13.6,85.6,2,1
11.46,80.58,0,2
25.74,90.13,0,0
29.09,96.35,0,0
7.49,98.31,1,2
22.45,94.26,1,0
14.29,97.97,2,1
17.73,87.74,2,1
8.14,95.3,1,2
6.94,98.98,1,2
18.43,85.2,2,1
4.65,80.14,1,2
3.0,80.77,1,2
29.37,95.24,1,0
7.71,94.06,1,2
9.35,86.44,1,2
24.24,91.7,1,0
15.67,97.39,2,1
29.11,97.73,0,0
23.5,85.67,0,0
14.51,86.72,0,2
13.42,89.85,2,1
7.49,92.78,1,2
19.99,80.78,1,0
3.93,88.48,2,1
5.92,88.63,1,2
27.76,82.29,1,0
16.09,90.95,1,0
10.86,87.88,2,1
8.2,90.28,2,1
4.88,80.3,1,2
3.27,84.86,0,2
19.38,99.56,0,0
16.09,99.13,2,1
10.66,90.1,0,2
15.42,93.58,2,1
2.85,80.26,0,2
6.87,91.69,2,1
26.62,97.5,0,0
12.57,82.64,2,1
11.52,85.21,0,2
18.56,89.43,1,0
21.33,99.67,0,0
11.08,82.63,2,1
12.34,86.52,2,1
13.26,80.14,1,2
8.87,93.64,0,2
24.28,90.69,2,1
29.51,92.4,0,0
26.92,89.92,1,0
5.7,94.95,1,2
12.91,92.97,2,1
3.73,94.58,0,2
10.21,93.29,0,2
26.03,95.18,0,0
25.41,93.42,2,1
15.74,97.1,2,1
28.65,89.21,1,0
14.51,90.45,0,2
1.56,94.32,1,2
26.1,98.18,2,1
11.24,89.01,1,2
6.75,82.17,1,2
20.72,94.85,1,0
5.68,92.71,1,2
9.41,80.13,0,2
17.0,87.6,1,0
2.37,96.02,1,2
16.0,94.55,1,0
16.33,95.17,1,0
11.62,96.83,2,1
22.26,80.04,1,0
26.19,82.58,0,0
12.61,92.32,2,1
29.99,83.58,1,0
15.36,81.62,2,1
13.86,89.77,2,1
24.19,90.46,0,0
17.11,97.48,2,1
5.09,98.59,2,1
2.29,90.74,0,2
6.99,88.4,0,2
23.54,90.41,2,1
18.51,86.24,0,0
14.89,86.75,1,2
25.32,99.92,0,0
15.82,86.44,1,0
4.23,82.92,1,2
16.03,90.56,0,0
26.26,94.32,0,0
10.55,92.49,1,2
28.61,89.21,1,0
22.68,86.84,2,1
20.62,80.76,1,0
2.83,86.58,0,2
15.79,97.01,0,0
8.35,92.63,2,1
29.39,85.76,0,0
24.11,89.84,0,0
29.47,80.49,0,0
20.65,91.16,1,0
27.54,93.72,1,0
5.17,90.23,2,1
22.65,84.57,2,1
7.26,86.03,2,1
10.96,80.81,0,2
11.16,97.03,0,2
19.19,96.24,1,0
19.14,96.79,2,1
3.06,99.93,0,2
20.13,93.38,0,0
26.43,97.56,2,1
18.38,85.75,0,0
6.03,83.93,0,2
7.29,94.86,0,2
2.08,92.1,1,2
29.17,86.86,0,0
14.72,97.34,0,2
19.07,83.42,0,0
12.09,83.45,1,2
27.46,86.53,2,1
13.13,97.21,2,1
19.45,81.59,2,1
2.18,91.24,1,2
6.63,83.03,1,2
20.55,91.15,0,0
16.73,88.96,0,0
10.23,97.32,2,1
1.28,85.06,0,2
4.48,82.2,2,1
23.14,97.8,2,1
21.94,96.1,1,0
15.6,84.75,0,0
3.52,94.7,1,2
12.35,92.03,0,2
25.16,85.38,2,1
29.61,81.96,2,1
28.23,90.64,1,0
6.01,84.96,1,2
1.72,98.96,2,1
11.28,88.89,0,2
8.17,86.96,2,1
2.95,84.41,0,2
19.72,91.1,0,0
13.84,89.12,2,1
14.92,92.76,1,2
1.94,97.36,0,2
3.22,82.64,2,1
8.13,85.71,0,2
1.22,89.53,0,2
23.9,80.69,1,0
23.11,84.42,2,1
4.24,96.75,2,1
7.61,81.83,2,1
2.43,87.96,2,1
24.13,92.44,2,1
16.76,95.74,1,0
29.13,88.35,1,0
5.56,91.67,2,1
1.17,81.18,0,2
22.89,92.19,2,1
6.96,99.34,0,2
6.62,84.96,1,2
3.62,93.1,0,2
26.29,96.89,1,0
1.41,90.82,2,1
3.12,93.3,1,2
10.15,85.38,2,1
11.2,98.5,1,2
14.66,82.2,2,1
22.88,80.85,2,1
25.36,81.71,0,0
11.4,89.9,1,2
1.28,83.27,0,2
2.65,87.65,0,2
13.73,81.36,0,2
9.45,84.96,0,2
4.13,94.36,0,2
23.54,95.39,2,1
21.83,95.02,2,1
28.1,98.58,2,1
16.8,88.37,2,1
24.68,81.48,2,1
7.48,88.8,1,2
28.59,97.92,2,1
22.5,93.12,0,0
5.24,87.11,1,2
10.2,93.3,2,1
4.11,96.1,0,2
24.45,89.36,0,0
17.93,86.43,0,0
17.8,96.59,2,1
9.01,83.64,0,2
25.35,86.54,1,0
21.42,81.85,1,0
21.77,85.7,1,0
29.15,88.62,0,0
10.22,98.57,2,1
1.41,87.03,2,1
11.86,88.56,1,2
14.29,83.06,0,2
7.45,99.32,0,2
27.73,85.23,2,1
26.88,89.68,2,1
29.31,89.48,1,0
23.04,98.98,1,0
24.98,90.01,0,0
3.7,82.63,2,1
22.59,97.63,1,0
16.48,80.47,2,1
17.86,91.46,0,0
29.74,84.41,2,1
3.96,90.01,2,1
8.27,82.43,2,1
21.5,84.51,2,1
7.81,85.99,2,1
22.31,83.93,2,1
3.51,82.09,0,2
7.54,92.33,1,2
7.91,82.55,1,2
11.92,80.51,1,2
3.4,97.33,0,2
5.43,82.63,0,2
7.54,92.52,0,2
17.51,97.42,1,0
1.5,97.52,2,1
10.58,90.25,1,2
19.17,99.77,0,0
11.95,90.41,0,2
11.25,85.83,0,2
17.83,98.13,0,0
2.16,98.43,1,2
29.61,87.78,0,0
29.79,92.04,1,0
15.84,90.58,2,1
28.67,81.94,1,0
17.38,94.38,0,0
24.73,81.18,0,0
1.03,88.75,0,2
22.9,95.19,1,0
29.25,88.51,1,0
5.97,93.35,0,2
23.99,84.25,0,0
11.62,83.61,0,2
24.84,97.56,2,1
26.16,84.56,1,0
8.22,95.89,2,1
27.33,95.16,0,0
22.87,82.34,0,0
5.79,97.75,2,1
11.3,83.2,1,2
9.15,80.45,0,2
11.55,87.0,0,2
12.79,81.09,2,1
9.83,97.33,1,2
15.24,97.73,2,1
13.86,90.49,1,2
3.47,92.1,1,2
8.99,95.64,1,2
15.1,80.43,0,2
24.38,88.05,0,0
3.54,83.29,1,2
10.67,92.6,0,2
26.02,96.49,2,1
13.78,84.57,1,2
13.17,92.5,0,2
12.78,82.81,1,2
13.43,87.32,1,2
24.42,97.06,1,0
24.65,85.49,1,0
26.8,81.18,1,0
15.87,85.34,1,0
22.5,91.91,0,0
26.92,88.15,1,0
24.39,82.89,1,0
8.23,84.47,0,2
14.77,90.2,2,1
15.33,95.46,0,2
18.59,82.66,2,1
20.67,89.83,2,1
10.8,88.44,2,1
20.4,82.12,0,0
11.13,83.77,1,2
6.6,80.14,1,2
26.63,81.49,1,0
2.3,91.43,2,1
1.67,98.64,1,2
15.42,97.09,2,1
19.83,80.28,0,0
10.76,86.84,1,2
28.84,82.66,1,0
21.83,82.58,2,1
13.15,86.15,1,2
8.96,93.92,1,2
13.58,90.38,2,1
12.98,91.59,1,2
18.64,89.89,1,0
9.36,84.9,0,2
21.75,96.63,0,0
4.88,95.85,2,1
27.75,98.93,2,1
25.15,98.66,1,0
1.13,98.57,0,2
6.01,90.6,0,2
16.21,93.44,1,0
11.85,98.76,1,2
1.71,90.27,0,2
8.94,97.13,0,2
15.25,80.53,1,2
19.69,85.09,1,0
21.64,88.71,0,0
1.45,92.58,1,2
15.99,80.71,2,1
7.9,92.55,1,2
4.67,84.48,0,2
21.75,88.55,1,0
3.49,85.37,0,2
16.35,94.97,0,0
11.08,82.17,2,1
21.31,80.13,1,0
28.11,99.51,2,1
21.67,84.46,2,1
16.8,86.61,0,0
6.88,95.48,0,2
20.38,99.13,0,0
4.8,84.34,0,2
17.69,87.85,1,0
3.09,99.84,2,1
14.43,93.31,2,1
20.54,80.74,1,0
5.57,99.54,1,2
5.77,91.74,0,2
24.01,86.34,1,0
15.68,81.37,1,0
14.95,86.63,0,2
5.42,90.23,2,1
13.91,94.62,1,2
9.09,82.77,2,1
21.64,91.93,0,0
8.52,91.51,0,2
5.85,95.26,0,2
6.76,95.13,1,2
19.95,82.15,0,0
4.55,87.75,0,2
14.24,89.81,1,2
9.3,88.47,2,1
16.2,94.38,1,0
16.79,83.43,1,0
21.8,97.33,2,1
23.22,80.11,1,0
13.88,91.55,2,1
15.09,87.53,2,1
21.86,96.3,2,1
2.91,90.31,1,2
28.79,92.11,1,0
1.1,86.83,0,2
12.97,93.63,2,1
1.92,81.47,0,2
26.91,85.86,2,1
26.92,94.91,0,0
5.55,98.53,0,2
26.9,89.48,1,0
10.36,82.59,1,2
12.75,89.34,0,2
5.47,94.97,2,1
12.06,80.91,0,2
14.03,98.83,1,2
15.15,97.88,0,2
15.23,80.51,1,2
28.43,99.95,1,0
8.97,92.51,2,1
22.6,99.77,1,0
8.41,88.34,2,1
20.5,96.71,0,0
2.96,92.28,1,2
20.87,85.23,0,0
21.54,90.28,2,1
26.16,94.99,1,0
29.19,80.04,0,0
26.01,95.9,1,0
14.44,87.56,0,2
3.02,81.95,1,2
17.0,89.45,2,1
12.62,96.18,2,1
5.91,81.56,1,2
21.64,92.22,2,1
10.01,93.13,2,1
16.65,99.38,0,0
20.59,80.51,1,0
25.39,96.24,0,0
9.56,91.78,0,2
13.34,92.11,1,2
23.35,99.2,1,0
29.88,90.39,2,1
21.66,89.29,1,0
28.5,80.47,2,1
17.44,88.35,2,1
16.82,84.98,0,0
6.72,90.27,2,1
11.72,97.16,1,2
3.64,95.99,1,2
9.22,84.72,0,2
20.53,80.1,0,0
22.95,86.91,0,0
2.81,97.15,1,2
10.36,98.03,0,2
25.75,86.42,2,1
18.55,91.78,0,0
5.05,84.78,2,1
2.35,94.33,1,2
19.25,94.56,2,1
25.79,92.04,0,0
19.56,98.61,0,0
26.55,94.27,2,1
20.14,84.48,0,0
17.89,94.99,1,0
12.89,86.04,0,2
22.4,82.84,2,1
5.82,98.06,2,1
16.37,96.32,2,1
12.66,84.54,1,2
20.89,84.3,0,0
7.03,80.21,1,2
1.15,90.39,1,2
22.85,90.27,0,0
25.28,85.42,1,0
1.37,84.99,0,2
21.45,80.82,1,0
7.99,91.94,0,2
24.03,92.76,0,0
18.62,99.49,1,0
21.84,97.32,2,1
18.76,89.92,2,1
23.18,97.36,1,0
9.52,94.38,0,2
22.93,85.9,0,0
16.27,88.14,2,1
21.31,84.41,2,1
21.65,97.45,2,1
7.27,82.15,0,2
3.44,82.89,1,2
29.35,92.2,1,0
13.86,93.36,1,2
6.14,92.11,2,1
5.32,95.02,0,2
25.69,92.73,1,0
21.09,89.87,0,0
6.77,81.75,2,1
9.38,86.63,0,2
16.05,90.72,0,0
13.0,96.14,1,2
13.84,98.84,0,2
1.89,94.45,0,2
29.96,89.16,1,0
16.87,95.35,0,0
8.57,95.24,0,2
8.15,96.56,2,1
7.18,85.9,2,1
20.02,95.87,0,0
26.28,89.25,0,0
9.42,81.05,2,1
22.08,85.2,0,0
8.42,86.62,1,2
19.45,87.33,2,1
26.71,80.89,2,1
25.53,83.31,2,1
29.67,94.57,0,0
25.66,96.47,2,1
23.71,81.68,0,0
28.47,83.42,2,1
22.67,85.14,0,0
22.64,84.14,0,0
17.87,82.82,0,0
8.27,81.72,1,2
16.21,85.88,1,0
24.29,96.44,1,0
1.83,84.66,0,2
5.24,85.29,2,1
17.89,95.75,1,0
25.17,91.57,0,0
15.59,97.85,2,1
23.55,81.39,0,0
19.38,98.46,1,0
2.27,99.11,2,1
24.41,99.86,2,1
27.33,99.3,1,0
15.59,88.22,1,0
29.85,87.57,0,0
26.83,84.97,1,0
7.47,91.07,0,2
22.33,83.98,0,0
25.59,90.3,1,0
25.29,87.64,1,0
11.46,96.95,2,1
25.73,85.16,2,1
28.77,91.09,2,1
2.26,83.82,0,2
4.44,97.25,1,2
27.31,92.89,1,0
19.07,89.03,2,1
12.42,90.02,2,1
26.21,91.68,2,1
18.4,92.14,1,0
7.27,84.45,1,2
4.16,84.48,1,2
1.49,94.11,2,1
7.91,86.8,1,2
21.5,91.99,0,0
8.86,84.44,1,2
1.76,96.63,2,1
26.01,90.37,0,0
14.41,80.99,0,2
10.88,88.41,1,2
23.43,87.24,0,0
15.88,96.8,0,0
4.77,95.89,2,1
4.91,96.58,0,2
9.15,98.51,0,2
1.22,95.1,0,2
18.7,96.47,0,0
27.59,97.86,2,1
17.9,80.63,0,0
16.72,95.19,1,0
4.37,89.67,0,2
9.56,87.97,2,1
28.34,99.44,2,1
10.52,98.86,1,2
13.11,94.77,1,2
17.13,94.89,0,0
25.86,86.43,0,0
24.47,80.52,0,0
16.55,82.2,2,1
19.49,99.99,0,0
9.38,92.51,0,2
28.39,92.07,0,0
8.59,85.65,0,2
17.42,98.46,0,0
22.68,90.54,0,0
21.07,80.12,0,0
7.76,84.34,0,2
1.97,93.94,0,2
23.09,85.96,0,0
29.66,89.48,1,0
15.4,96.76,2,1
3.9,95.98,0,2
26.28,85.36,1,0
2.06,90.48,0,2
19.97,95.82,0,0
21.04,90.75,0,0
11.43,99.06,1,2
29.42,98.74,0,0
23.88,96.17,1,0
17.75,83.05,2,1
6.8,85.06,1,2
14.12,86.46,1,2
17.89,96.75,2,1
4.24,94.65,1,2
10.58,92.24,2,1
24.23,98.75,1,0
2.56,93.44,1,2
22.4,89.17,0,0
3.05,89.33,1,2
22.11,87.78,1,0
6.08,89.07,2,1
27.26,99.93,2,1
29.98,99.93,1,0
20.21,90.11,2,1
15.54,88.28,2,1
27.73,80.71,2,1
9.2,84.68,2,1
17.39,95.39,0,0
27.5,86.8,1,0
5.8,89.37,2,1
20.05,95.66,1,0
10.43,92.93,0,2
29.54,87.66,0,0
19.25,83.25,1,0
13.45,87.05,1,2
18.94,91.74,1,0
10.55,81.8,0,2
28.73,80.46,1,0
27.27,86.66,2,1
25.22,86.18,0,0
22.73,98.0,0,0
28.56,81.91,1,0
22.5,93.16,2,1
20.62,89.6,1,0
11.5,83.41,1,2
22.14,92.52,1,0
26.58,81.98,1,0
7.16,92.74,2,1
27.43,91.57,0,0
20.39,88.2,1,0
24.2,89.98,2,1
7.91,81.45,1,2
27.89,93.54,2,1
22.36,81.54,2,1
14.36,97.6,1,2
1.33,88.33,0,2
8.81,90.11,1,2
18.32,89.13,0,0
19.08,90.99,2,1
8.46,84.41,0,2
10.91,81.71,1,2
26.3,93.95,0,0
5.98,92.71,0,2
2.97,84.01,1,2
4.01,89.27,2,1
24.49,80.85,0,0
17.23,83.96,2,1
5.34,80.54,0,2
5.06,87.2,1,2
7.27,90.64,2,1
18.53,85.77,1,0
10.11,89.39,2,1
27.34,94.9,2,1
21.28,98.22,2,1
28.34,84.8,0,0
6.12,99.64,1,2
27.8,83.86,0,0
11.35,89.68,1,2
22.4,97.59,1,0
14.05,89.46,2,1
22.43,94.3,1,0
3.47,98.24,2,1
4.03,86.1,2,1
21.91,99.41,0,0
1.49,84.37,0,2
27.83,88.15,0,0
26.89,98.15,2,1
27.99,96.62,2,1
25.85,91.93,1,0
24.8,94.38,2,1
25.8,96.97,0,0
19.78,86.99,0,0
14.5,94.7,0,2
12.2,86.82,0,2
23.29,95.23,0,0
7.38,82.11,2,1
8.93,94.14,2,1
25.52,95.92,0,0
18.13,99.88,2,1
1.72,80.11,0,2
24.0,95.97,0,0
27.71,88.36,1,0
18.97,88.55,1,0
26.89,92.71,2,1
1.32,93.51,2,1
13.7,88.66,0,2
19.3,97.02,2,1
26.76,82.36,1,0
8.06,92.76,2,1
6.25,89.82,2,1
8.19,80.21,1,2
6.82,80.2,0,2
6.92,83.81,2,1
24.89,89.96,0,0
28.86,95.58,2,1
25.76,95.99,1,0
15.43,96.59,1,2
27.2,93.38,1,0
22.4,87.04,0,0
3.78,92.22,1,2
15.74,97.01,2,1
3.38,80.02,2,1
25.13,93.84,1,0
21.79,84.45,0,0
26.87,91.43,0,0
14.25,81.4,1,2
22.39,81.07,1,0
9.13,99.07,2,1
18.86,81.64,1,0
20.45,82.35,2,1
20.56,85.61,1,0
21.09,95.18,2,1
27.85,89.95,1,0
13.26,90.68,2,1
16.89,81.51,2,1
21.62,99.34,2,1
28.51,91.17,2,1
22.57,97.05,1,0
13.95,82.77,1,2
19.79,91.41,2,1
10.49,99.57,1,2
9.74,93.83,0,2
20.75,83.02,2,1
25.87,82.04,0,0
11.94,81.63,0,2
3.15,96.64,2,1
27.8,88.06,2,1
11.01,92.78,0,2
27.49,87.8,2,1
4.57,93.51,2,1
14.93,83.06,0,2
20.54,87.47,0,0
11.91,88.05,1,2
29.92,98.03,2,1
9.13,94.75,1,2
25.36,97.88,2,1
20.61,87.75,1,0
13.9,90.53,2,1
5.71,92.52,1,2
9.55,81.91,0,2
22.18,97.76,1,0
24.25,92.24,1,0
4.84,82.16,1,2
13.37,92.72,2,1
26.8,97.27,1,0
9.28,84.29,2,1
27.34,96.6,0,0
3.46,93.13,1,2
21.45,98.52,0,0
27.43,91.93,2,1
22.5,80.85,2,1
19.48,95.12,1,0
2.59,94.95,0,2
13.64,95.92,0,2
22.71,82.93,2,1
5.06,96.11,0,2
11.5,91.92,1,2
26.45,95.85,0,0
13.83,90.49,1,2
26.96,95.26,1,0
