Digital Engagement Score,Use of Technology,Fraud Detection Efficiency,Comfort_score
12.72,2,47.02614000000001,2
15.7,1,23.285724,0
60.76000000000001,2,86.50744499999999,3
75.06,2,37.816695,1
31.9,0,14.790054,0
50.16,0,25.99919999999999,0
20.47,0,71.65382699999999,2
10.73,0,15.530196,0
99.14,2,48.730796,3
69.27,2,53.91954,3
81.89,1,8.229235000000001,1
44.51,1,10.79148,0
21.36,2,91.799442,2
72.87,2,0.203375,1
39.68,2,33.47872,0
68.18,0,66.71238,3
76.9,0,58.704788,3
40.27,1,26.404902,0
33.98,2,54.052375,2
35.02,1,71.144,2
99.71000000000001,1,35.280826,1
96.63,0,35.883585,1
61.68,1,49.140945,3
42.51,0,2.912926,0
78.61999999999999,0,28.10136,1
35.86,2,34.839648,0
98.09,2,67.4887,3
67.07000000000001,0,18.97878,1
73.42999999999999,2,57.853026,3
38.37,0,33.316336,0
50.64,1,37.26408900000001,1
17.63,1,96.83980500000001,2
100.62,0,52.582032,3
61.79,0,22.453568,1
38.07,0,34.635404,0
29.77,0,88.986667,2
70.11,2,45.64491599999999,3
50.95,2,19.357776,0
84.19999999999999,2,58.740045,3
41.75,2,80.765181,2
74.46,1,58.03959,3
88.23,0,34.083247,1
60.2,1,78.51630399999999,3
25.36,1,70.993686,2
26.23,1,82.38622,2
74.66,2,37.941956,1
63.92,0,83.916826,3
28.59,0,88.1234,2
44.81,2,62.16070399999999,2
49.17,2,19.386,0
64.55,1,25.79016,1
6.779999999999999,1,7.96256,0
58.76,0,51.82101000000001,3
67.76,2,22.30236,1
51.68,0,15.3456,0
26.63,1,21.56411,0
48.3,2,76.603725,3
62.68,1,32.276656,1
80.03,0,70.80136699999998,3
33.86,0,15.90755,0
99.76,2,44.753996,3
7.31,2,59.34966499999999,2
51.04,0,28.174653,0
22.06,2,90.390804,2
98.76,2,61.69759199999999,3
26.64,0,53.046301,2
85.99,0,70.212087,3
52.05,0,1.746896,0
74.98,0,58.614648,3
90.47,1,22.84855200000001,1
67.52000000000001,2,17.71308,1
23.72,0,56.739284,2
12.1,0,8.44944,0
19.88,1,59.50697999999999,2
53.14,2,53.70152499999999,3
99.83,0,46.629369,3
2.36,2,10.68624,0
71.96000000000001,1,60.731355,3
26.61,0,56.838471,2
101.41,0,48.67225000000001,3
30.45,0,56.92027999999999,2
62.38,2,42.802494,3
83.98,2,14.805789,1
89.09,2,37.4946,1
79.77,1,92.569878,3
52.53,1,37.93422,1
64.61,0,54.75758,3
70.25,1,9.839016,1
31.61,1,70.568071,2
6.06,0,44.86280199999999,0
53.46,1,95.57617,2
45.04,0,59.17715999999999,2
11.29,0,54.983312,2
63.16,1,21.117583,1
10.98,1,46.66046,2
78.35,0,32.680494,1
45.7,0,73.154856,2
44.73,1,2.656927,0
4.87,1,44.633184,2
73.57,0,28.994521,1
10.89,0,66.56491199999999,2
76.28,2,53.984528,3
15.79,2,43.651563,0
92.14,0,70.321475,3
14.38,1,24.375365,0
97.57,2,58.340013,3
103.64,0,80.02886,3
97.4,1,68.80153,3
99.92,2,55.277688,3
40.24,2,62.19969,2
56.95,2,51.77753099999999,3
47.91,2,16.538058,0
23.11,0,17.184048,0
72.61999999999999,2,51.817868,3
23.23,0,87.130998,2
39.92,0,79.815995,2
79.75,0,41.417766,1
20.7,0,38.65578,0
26.63,1,14.272797,0
86.36,0,35.26554,1
77.10000000000001,2,36.52790999999999,1
17.95,0,71.69793,2
58.79000000000001,1,5.249168,1
66.05,1,51.357072,3
11.38,0,4.490688,0
71.33999999999999,1,36.62255200000001,1
73.42999999999999,1,68.128072,3
20.51,1,45.114528,2
16.66,2,36.02760799999999,0
38.47000000000001,2,86.614794,2
6.35,1,25.578879,0
90.10000000000001,0,30.476205,1
95.56,2,74.508432,3
94.33999999999999,1,73.5902,3
74.02,1,54.257427,3
58.73,1,2.783937,1
37.34,0,10.051416,0
49.13,1,14.6248,1
5.640000000000001,2,92.416788,2
98.64,1,34.8382,1
10.6,2,47.25888,2
13.7,2,6.504075,0
41.2,1,53.15763,2
84.37,2,86.1356,3
85.44,2,23.038485,1
96.53,2,80.983112,3
98.91,2,94.314661,3
20.9,0,41.203422,0
25.71,1,4.062465,0
91.26,0,69.10673000000001,3
34.01,1,54.68211099999999,2
66.3,1,57.661393,3
24.17,0,1.06554,0
74.5,2,0.3360839999999999,1
99.69000000000001,2,25.35312,1
63.62,1,85.0407,3
98.84,1,30.04386,1
91.84,1,48.01771000000001,1
49.58,2,77.969661,3
52.54,2,23.710846,0
91.93,0,18.153324,1
40.09,1,73.19297999999999,2
66.92,2,28.99824199999999,1
24.96,2,38.03289600000001,0
14.97,1,4.387019,0
96.73,1,51.90708799999999,3
71.2,0,48.608126,3
56.29,1,44.82837900000001,1
92.03,2,44.553456,3
82.6,1,39.08342,1
28.64,0,68.27990799999999,2
82.94999999999999,0,5.258994,1
55.57,2,5.821984,1
94.11999999999999,1,10.000887,1
88.92,0,7.969919999999999,1
45.51,0,74.78037599999999,2
25.14,2,84.708778,2
74.97,1,45.97216,1
94.27000000000001,1,81.05923,3
22.81,1,20.635674,0
15.05,0,7.234706999999999,0
32.17,1,50.91800199999999,2
72.77000000000001,1,26.297635,1
63.01,2,5.5263,1
91.75,2,79.26166,3
30.99,0,42.426076,0
87.65,0,22.539904,1
6.59,0,21.413709,0
16.26,2,23.547834,0
23.01,1,86.119752,2
52.81,1,40.783834,1
53.91,2,51.0352,3
32.82,1,88.115006,2
45.94,1,55.88625,2
72.98,1,63.7596,3
70.78,0,2.4057,1
42.51000000000001,2,13.710457,0
71.19999999999999,1,27.335649,1
9.53,1,27.418578,0
39.54,0,8.681410000000001,0
91.83,1,31.7262,1
19.82,1,60.95846399999999,2
9.84,0,50.166708,2
67.84,0,71.115896,3
10.94,0,73.63466000000001,2
25.83,0,97.160445,2
50.47,2,42.099848,0
23.75,2,48.74967000000001,2
50.68,2,73.117125,3
10.83,2,95.804748,2
81.6,2,22.413908,1
64.57,1,71.124039,3
12.27,0,13.383909,0
93.74,1,55.788852,3
97.12,1,0.6833069999999999,1
33.86,0,36.509616,0
56.26,2,25.876181,1
77.27,0,42.964725,1
100.5,1,3.272532,1
73.64,0,5.102976000000001,1
90.75,0,53.27832,3
81.86,2,12.5696,1
35.02,0,83.66786400000001,2
65.89,2,13.482496,1
20.44,0,72.820764,2
54.23999999999999,0,40.62683,0
39.95,0,37.46590399999999,0
22.98,1,54.094496,2
56.19,2,34.98764,1
86.92,2,39.687216,1
28.82,0,46.77384600000001,0
74.81,2,91.071414,3
21.89,0,35.58876,0
63.5,1,56.89898699999999,3
59.07,2,32.15745,1
20.53,1,38.1579,0
12.51,0,7.597986000000001,0
24.45,2,65.51991,2
82.0,2,69.569375,3
69.82000000000001,1,6.866147,1
23.93,1,42.47197199999999,2
60.25,0,27.78888,1
17.96,1,83.910465,2
8.3,0,51.50782,2
11.33,0,31.963779,0
46.41,0,59.68458099999999,2
19.59,0,90.77313,2
41.31,1,79.03323900000001,2
65.78999999999999,1,46.631977,1
90.07,0,9.379731999999999,1
30.14,2,72.583544,2
4.88,0,19.840496,0
58.09,1,95.593344,3
26.0,0,9.923368,0
95.43,0,4.304944,1
57.44,1,24.560704,1
27.47,0,74.26144000000001,2
100.71,1,1.237932,1
2.45,2,76.48992,2
10.82,1,32.569656,0
56.81,0,11.432687,0
74.12,0,71.206722,3
26.11,2,69.63658799999999,2
64.03999999999999,0,79.47072000000001,3
58.39,2,19.128276,1
45.25,0,61.54735999999999,2
44.59999999999999,1,3.048966,0
83.81,1,62.406584,3
42.01,1,62.62411099999999,2
63.44,0,73.88159999999999,3
62.22000000000001,1,55.95873,3
84.19,0,4.60798,1
36.66,2,19.91284,0
72.66,0,76.617449,3
32.65,0,34.11135,0
63.21,1,74.415105,3
71.52,0,29.321288,1
79.64999999999999,0,35.030448,1
35.61,0,55.631308,2
7.92,1,50.694357,2
76.38,1,5.138418000000001,1
38.56,0,34.484176,0
90.80000000000001,0,76.337599,3
18.75,2,38.18195,0
27.66,0,7.881720000000001,0
17.31,1,87.14802000000002,2
27.52,2,84.479175,2
20.12,0,54.818516,2
91.64,0,36.09944,1
15.92,1,3.13145,0
29.7,0,54.046564,2
23.04,2,65.18736,2
13.37,1,47.4432,2
2.0,2,85.376834,2
56.44,0,80.80581600000001,3
91.31,1,30.985812,1
29.99,0,24.831094,0
65.99,2,53.33497000000001,3
7.04,2,26.679543,0
100.62,2,27.004341,1
49.53,2,61.450002,3
46.59,1,73.799606,2
73.24,2,62.58924,3
44.79,2,35.137232,0
76.94999999999999,0,2.273536,1
68.74000000000001,2,77.457376,3
55.73,1,62.46798,2
60.39,2,31.542768,1
99.92999999999999,0,4.786418,1
34.68,2,77.95500799999999,2
26.05,2,26.069154,0
29.08,0,86.14096500000001,2
68.7,1,54.85970999999999,3
18.86,0,72.32526299999999,2
13.72,0,71.695899,2
77.3,2,57.76,3
100.27,1,12.8097,1
61.02,2,6.954717,1
35.43,0,16.899988,0
6.34,2,6.5849,0
22.91,1,72.95108,2
6.76,2,83.731847,2
77.52000000000001,2,4.95027,1
87.13,2,58.908493,3
47.87,1,26.423122,0
25.12,2,61.21506,2
52.65,2,33.118791,0
82.60000000000001,0,80.77057599999999,3
48.05,0,0.3482149999999999,0
20.37,0,37.319109,0
54.14,0,39.804438,0
39.37,0,80.535416,2
101.89,1,3.399389999999999,1
100.44,1,27.93882,1
70.47,2,60.105164,3
9.14,2,65.64770800000001,2
96.47999999999999,2,67.847076,3
25.48,1,52.380536,2
22.47,1,39.453073,0
39.99,2,64.36665199999999,2
41.0,0,41.239744,0
51.63,0,21.156816,0
37.56,2,7.94208,0
10.83,1,13.910936,0
19.98,2,62.166797,2
102.82,0,5.994632,1
43.86,0,28.729889,0
95.94999999999999,2,17.246592,1
58.01,1,87.22259,3
57.06,0,72.980886,3
44.06999999999999,0,31.659905,0
53.93,2,53.611384,3
10.37,0,19.206294,0
6.12,1,7.669274999999999,0
17.72,1,8.732591,0
91.23,1,69.32673,3
80.25999999999999,0,88.68182399999999,3
42.48999999999999,0,71.59136400000001,2
12.31,0,85.970326,2
97.54,2,82.711515,3
35.13,2,43.456914,0
17.66,2,91.267049,2
41.62,1,67.624338,2
47.27,1,65.06874499999999,2
53.7,1,63.441756,2
85.96,2,64.920728,3
90.03999999999999,2,69.848545,3
27.7,1,26.270244,0
78.86,1,92.27721000000001,3
95.64999999999999,0,84.09038999999999,3
60.56,1,71.715402,3
44.18,0,1.855212,0
38.16999999999999,0,91.309344,2
22.12,1,35.609134,0
31.35,0,78.637128,2
41.09,2,94.44848599999999,2
81.87,0,11.94228,1
90.82000000000001,2,63.610113,3
41.39,2,19.28092,0
99.07,2,11.81185,1
36.25,0,12.847804,0
49.51,0,96.021744,2
70.33,1,25.163451,1
64.63,1,33.982275,1
77.55,1,42.60442200000001,1
58.19,1,70.359912,3
21.15,0,47.915112,0
21.31,0,24.007655,0
47.3,2,66.17809,2
53.55,2,19.260982,1
103.91,1,27.50865600000001,1
5.75,2,6.173172000000001,0
72.7,1,59.83038,3
87.30999999999999,1,52.254954,3
44.75,2,57.277122,2
63.03,0,66.01327,3
84.11,2,36.777345,1
18.22,1,27.750812,0
3.76,2,76.91932800000001,2
66.66000000000001,0,11.190168,1
57.76,1,9.718743,1
14.32,2,67.28752800000001,2
97.37,2,76.245469,3
100.25,2,1.270152,1
51.06,0,46.49748,0
93.77,1,62.36689199999999,3
65.82000000000001,0,5.066217,1
92.04,1,54.111664,3
55.98,0,4.26055,0
31.48,1,57.597008,2
90.44,1,59.204925,3
13.42,0,4.860212000000001,0
31.65,2,77.447502,2
45.29000000000001,1,11.587564,0
97.63,2,11.434542,1
66.85000000000001,0,13.42016,1
61.12,1,53.90894399999999,3
33.75,0,4.955629,0
103.42,0,73.53279699999999,3
85.06,1,85.17776899999998,3
28.68,2,70.6035,2
2.96,0,93.42979799999999,2
31.56,2,44.389548,0
73.57,1,55.683705,3
57.73999999999999,2,37.121216,1
68.43,2,49.01312,3
10.71,2,70.423633,2
90.35,1,47.684224,1
78.26,0,46.777311,3
50.78,2,23.855688,0
18.03,1,73.236661,2
56.81,0,78.499902,3
24.77,1,44.209713,2
26.46,0,25.148039,0
53.14,0,21.016359,0
12.5,0,94.552227,2
59.23,1,43.69510399999999,1
81.05,1,82.65292000000001,3
6.09,2,11.870964,0
90.75,1,42.508313,1
57.49,0,82.153344,3
62.66,0,79.382106,3
65.58,2,11.505668,1
28.5,2,91.20969000000001,2
38.73,0,0.539568,0
99.13000000000001,0,34.649815,1
46.08,1,65.69138,2
99.25999999999999,2,71.965707,3
46.8,2,2.126838,0
17.69,0,1.548962,0
20.29,0,53.557137,2
80.96,0,79.186758,3
65.99,0,70.448637,3
98.72,0,26.508024,1
49.43,2,38.924526,0
76.21000000000001,0,40.51938000000001,1
91.16,1,5.823972,1
82.27,0,82.088118,3
39.63,1,56.096931,2
81.33,1,52.47436800000001,3
77.60000000000001,2,13.800588,1
57.31,0,10.439113,0
23.41,1,8.669787,0
85.72999999999999,0,67.69295,3
44.45,2,6.310740000000001,0
27.61,1,61.218771,2
60.89,1,12.03712,1
22.83,0,65.80292800000001,2
68.36,1,3.380256,1
15.76,2,22.835942,0
18.82,0,62.71637399999999,2
65.53,0,6.999804,1
91.45,1,89.15035999999998,3
33.82,2,82.50549600000001,2
63.68,0,51.69276,3
74.66,1,58.26074800000001,3
26.22,1,28.535836,0
93.23,0,74.35583999999999,3
40.45,2,27.137454,0
86.0,0,81.469036,3
10.3,1,29.958892,0
72.18,1,3.075012,1
25.31,1,50.908781,2
40.31,2,39.172896,0
5.55,0,79.949466,2
32.48,2,77.556091,2
100.55,2,23.09888,1
22.62,2,37.591695,0
4.12,2,22.2346,0
2.83,0,24.1605,0
78.09,0,41.835123,1
100.93,1,74.532949,3
47.11000000000001,2,33.989546,0
72.61,2,53.901372,3
82.95,2,19.92996,1
33.01,2,27.459471,0
40.78,2,32.64149999999999,0
75.96000000000001,2,16.90022,1
90.01,2,82.12329399999999,3
30.12,2,22.585848,0
3.85,0,79.365148,2
79.47999999999999,2,61.75845,3
72.5,2,92.563241,3
57.97,2,46.867104,3
13.2,0,75.57690000000001,2
14.24,0,40.39931,0
34.72,1,45.75534600000001,2
83.31,1,6.523239,1
57.44,2,87.979359,3
80.14,0,41.455126,1
24.73,1,26.210916,0
14.03,0,16.38919,0
61.1,1,71.92952199999999,3
6.6,2,54.952863,2
48.76,2,77.17053299999999,3
84.11999999999999,0,36.35382,1
45.11,1,80.557988,2
24.2,1,0.5601389999999999,0
38.59,2,73.781936,2
88.47,2,44.213061,3
4.26,1,68.979806,2
82.67999999999999,1,13.43354,1
62.94,2,79.42342,3
57.72,1,39.70998299999999,1
11.59,2,44.03875,0
81.97,1,8.395761,1
88.59,2,33.881895,1
18.31,0,31.613816,0
72.4,1,59.86651600000001,3
31.09,0,59.825997,2
57.84,0,71.88946500000002,3
90.57,0,60.530472,3
56.19,0,28.833545,0
72.17999999999999,2,66.613668,3
39.55,2,7.925995,0
70.56,1,33.23529,1
54.69,1,69.810415,2
61.32,1,20.977488,1
43.37,1,33.389951,0
66.85,1,66.727645,3
98.68,1,57.78862,3
73.0,1,78.33395999999999,3
22.77,0,37.615179,0
90.39,1,70.658889,3
49.89,1,72.32524500000001,2
66.42,2,13.417865,1
26.42,0,62.36576000000001,2
90.23,2,14.501984,1
28.39,0,69.50581,2
71.83999999999999,2,45.635454,3
25.02,2,4.253204,0
38.99,2,51.933896,2
43.62,2,88.420232,2
88.17999999999999,1,82.32028400000002,3
49.69,2,53.256962,3
71.24000000000001,0,61.921399,3
24.7,2,1.815358,0
49.01,1,37.199264,0
35.27,0,49.09220999999999,0
27.38,0,74.32186600000001,2
44.36,0,29.913057,0
71.62,0,27.126328,1
47.18,2,52.09109400000001,2
47.88,1,19.988704,0
36.98,2,67.81876199999999,2
52.8,2,19.310313,0
87.85,0,38.617929,1
65.56,0,84.51779,3
98.62,0,73.940724,3
19.59,1,86.68673999999999,2
101.51,0,20.782432,1
55.32,2,50.141322,3
22.41,1,25.36424,0
83.94,2,27.369504,1
40.06,1,83.40598,2
84.08000000000001,1,41.670482,1
100.65,2,56.915488,3
52.68,1,27.917595,1
43.15,0,35.437875,0
72.80999999999999,2,0.039084,1
82.63,2,36.740516,1
80.77999999999999,1,19.757976,1
18.61,1,21.682065,0
12.1,0,5.934764,0
77.58999999999999,0,25.976223,1
12.08,1,61.91944200000001,2
28.01,1,76.79308,2
52.46,2,79.33806399999999,3
19.71,2,28.4031,0
47.78,0,39.74092,0
41.77,0,47.83072,0
59.08,0,27.586926,1
59.48,1,91.80402,3
61.45,1,67.40400000000001,3
40.66999999999999,0,31.132805,0
53.6,2,15.773301,1
4.71,0,38.5108,0
62.54,0,92.92742900000002,3
4.86,1,28.749448,0
93.38000000000001,2,29.233644,1
71.4,2,51.73002700000001,3
57.28,2,17.53237,1
87.6,0,39.213388,1
96.59,0,23.048754,1
16.42,0,62.696895,2
55.73,2,3.051108000000001,1
30.06,1,74.048358,2
6.959999999999999,1,50.618138,2
103.96,1,11.56306,1
50.94,0,2.639659,0
42.25,2,66.71840499999999,2
69.64999999999999,1,79.377956,3
5.68,0,57.06934,2
65.71000000000001,2,14.79354,1
72.34,1,93.73116599999999,3
21.94,2,16.345534,0
75.47,2,39.518792,1
29.43,0,46.37811,0
76.39,0,56.57079,3
35.45,2,68.382652,2
53.01,1,65.260338,2
95.17,0,62.38758000000001,3
81.89999999999999,0,65.883086,3
38.45,0,85.923864,2
36.87,2,70.54309799999999,2
88.59,2,68.49791,3
8.11,0,0.89199,0
87.64,0,37.816207,1
18.91,2,26.98628,0
3.67,0,56.377962,2
12.66,0,71.011692,2
69.17999999999999,0,61.884492,3
49.94,1,16.086417,1
32.32,2,30.23164999999999,0
44.34,2,47.050166,2
99.39,2,9.313848,1
50.76,2,17.629041,0
89.48,0,44.467597,1
33.62,0,20.259792,0
50.49,0,87.78772199999999,2
58.86,0,32.925903,1
79.49000000000001,1,38.8518,1
66.39,1,91.69434600000001,3
73.45,2,38.144587,1
15.26,2,4.706044,0
49.88,2,30.552076,0
36.52,0,83.98593,2
6.680000000000001,2,25.258068,0
84.53999999999999,0,83.00707200000001,3
69.82,1,53.07203999999999,3
62.37,2,35.518137,1
15.67,0,45.88395299999999,0
6.289999999999999,2,65.77152,2
44.51,0,30.96736,0
75.77,1,63.86098399999999,3
90.53999999999999,1,47.79519999999999,1
52.18,1,69.73823999999999,2
52.69,0,84.04813300000002,3
9.66,0,72.03164,2
30.21,2,3.437616,0
11.69,2,25.463118,0
10.27,1,46.733904,2
14.14,0,5.116776000000001,0
69.36,2,12.59687,1
39.34,0,14.069094,0
4.7,1,19.729197,0
91.58,0,41.99266000000001,1
87.75999999999999,1,56.61348000000001,3
25.66,2,97.52539,2
12.61,0,30.507455,0
25.63,1,26.17904900000001,0
96.32,1,76.25337,3
82.35000000000001,2,3.111108,1
15.46,2,83.182764,2
13.76,0,14.6982,0
80.08,0,71.374215,3
26.69,2,30.3732,0
7.1,0,42.618528,0
19.46,2,36.6279,0
35.1,2,79.08543300000001,2
100.69,1,25.550151,1
34.89,0,20.1595,0
18.99,2,54.832795,2
86.06,1,0.725718,1
57.02,0,23.246392,0
51.23,2,61.04462,3
100.59,2,38.84918499999999,1
23.45,2,82.62529100000002,2
69.73,1,7.059981000000001,1
21.03,2,31.747578,0
58.79,2,60.12900800000001,3
48.18000000000001,2,5.560905,0
69.06,1,98.355616,3
43.69,0,92.64438,2
69.09,0,37.8488,1
100.95,0,35.65817200000001,1
97.42,0,3.362082,1
72.78,0,50.87388800000001,3
99.83999999999999,2,81.11402100000001,3
62.68,2,80.181134,3
63.62,1,71.828406,3
83.67,2,54.263098,3
71.61,0,26.107323,1
21.96,0,90.207194,2
45.86,2,52.920168,2
75.6,2,58.74392999999999,3
75.22999999999999,1,20.724032,1
14.08,2,23.072959,0
76.02000000000001,2,7.070427,1
101.97,1,35.456616,1
100.09,0,24.556933,1
55.77,1,15.127511,1
75.13000000000001,0,61.390089,3
81.51,1,28.74448,1
22.45,0,18.391698,0
14.68,1,47.131682,2
10.71,2,67.556062,2
27.87,2,45.676981,2
44.02,2,77.638912,2
11.22,1,78.38488000000001,2
82.04,1,10.203168,1
46.95,2,71.98098399999999,2
62.82,1,12.876309,1
101.72,1,64.756224,3
65.27,1,67.28684200000001,3
18.33,0,56.760442,2
99.76,2,44.362344,3
44.88,1,49.639928,2
7.49,2,20.257741,0
72.03999999999999,0,57.803292,3
16.49,1,55.339857,2
99.98,1,12.99576,1
75.27,0,60.18975,3
20.25,2,65.984173,2
37.31,0,41.993565,0
70.2,0,1.282544,1
18.9,1,69.42820400000001,2
10.78,2,23.863193,0
101.53,2,4.123374,1
96.27,0,70.38733,3
44.55,0,42.928961,0
25.16,0,77.418838,2
20.98,0,39.73907799999999,0
56.1,2,51.91277599999999,3
71.68,2,36.23045200000001,1
28.56,0,1.351428,0
86.98,1,66.63656999999999,3
52.92,2,15.51616,0
34.77,0,80.24767800000001,2
47.9,1,66.761032,2
71.36000000000001,1,0.5867999999999999,1
23.01,1,4.12032,0
90.93,0,14.061554,1
71.81,1,74.76116599999999,3
47.7,0,49.45217399999999,0
21.43,2,69.872924,2
30.47,1,60.17581200000001,2
82.92,1,34.768734,1
15.62,0,2.24117,0
11.54,1,11.11644,0
67.02,2,75.27758,3
32.33,0,4.001941,0
26.66,0,23.468886,0
97.82000000000001,1,9.82662,1
39.52,2,93.905658,2
27.14,0,15.840675,0
29.07,1,80.3624,2
58.15,0,76.542158,3
70.82,2,1.066716,1
59.28,0,74.938274,3
53.28,2,66.931242,3
54.45,2,88.58505600000001,3
33.63,1,30.875094,0
79.14,0,25.799385,1
8.95,0,49.76027999999999,2
23.04,1,64.47768599999999,2
30.57,1,21.376942,0
81.23,0,83.50801200000002,3
97.22,0,38.385795,1
96.13,2,26.918184,1
14.49,1,76.21166600000001,2
88.39,2,57.055832,3
81.78,0,30.40263100000001,1
81.67,0,41.155953,1
53.38,0,12.443004,0
55.94,2,54.897426,3
3.62,0,33.78077,0
46.84999999999999,0,15.7139,0
21.61,1,17.870756,0
96.23,1,30.350848,1
98.74000000000001,1,27.494964,1
28.34,0,25.560076,0
16.21,2,27.201925,0
55.56,0,49.59110399999999,3
25.61,2,68.231826,2
4.69,2,29.78150399999999,0
76.04,1,30.772017,1
83.27,1,82.36741199999999,3
19.32,0,53.94627000000001,2
36.12,1,17.508792,0
42.23,0,15.122499,0
66.17,0,53.274375,3
14.98,2,25.752762,0
93.7,0,23.646348,1
36.85,2,76.65613200000001,2
95.22,2,9.393775,1
9.93,1,39.199395,0
60.82,0,28.767,1
19.2,2,28.806552,0
31.18,0,50.664396,2
87.14999999999999,1,87.55461600000001,3
14.03,2,7.401996999999999,0
66.78,2,38.09927,1
87.77,0,62.17384800000001,3
31.33,1,0.157114,0
76.27,2,15.120688,1
75.55,0,5.968116,1
76.00999999999999,0,17.273367,1
37.21,0,59.308584,2
28.75,2,29.485692,0
19.94,0,45.8595,0
14.27,2,45.466084,2
31.33,2,68.158936,2
40.20999999999999,1,57.085514,2
49.18,1,57.95041200000001,2
83.13999999999999,0,74.28112200000001,3
19.27,2,77.4642,2
57.87,0,75.307715,3
67.04,0,66.75456,3
31.15,2,70.0082,2
20.99,1,40.223062,0
53.48,2,83.888217,3
58.58000000000001,1,29.692408,1
15.01,1,6.863598000000001,0
21.36,1,18.368415,0
58.78,1,12.604494,1
86.04,0,73.939138,3
82.16,2,38.56842,1
46.72,0,68.109304,2
99.27,0,87.165676,3
49.91,1,82.30781800000001,2
84.52000000000001,1,20.003791,1
55.12,0,49.98467500000001,3
7.930000000000001,1,87.56155499999998,2
46.97000000000001,0,48.18117,0
52.8,2,75.930525,3
56.31,1,23.665626,1
29.34,1,84.59361999999999,2
71.43,1,65.617548,3
39.6,2,37.111929,0
75.54,2,15.294344,1
32.68,1,85.21178400000001,2
84.98,1,6.539629,1
86.11,2,83.46726000000001,3
13.82,1,24.035456,0
90.07000000000001,0,3.47571,1
62.61,2,89.254438,3
91.62,2,44.22905,3
54.79,0,77.09582499999999,3
22.66,1,34.544785,0
32.35,2,59.679726,2
37.23,1,59.41153200000001,2
38.01000000000001,0,15.436964,0
12.79,1,77.26047,2
50.65,0,49.027482,0
56.23,1,19.73432,1
69.42,2,39.9828,1
64.38,1,83.01540000000001,3
44.81,1,53.30952,2
69.08,0,82.66771200000001,3
59.51000000000001,2,12.351691,1
33.55,2,21.092232,0
4.890000000000001,0,16.294833,0
57.55,1,7.135015999999999,1
36.12,2,31.066608,0
86.57000000000001,2,84.544519,3
23.64,1,53.215491,2
67.33999999999999,2,30.297148,1
62.54,1,82.608396,3
34.74,2,36.815625,0
102.92,2,39.66504,1
22.01,2,26.853645,0
84.33,0,25.787255,1
82.38,2,28.823304,1
72.88,2,76.84987400000001,3
76.5,0,56.528318,3
55.22,1,33.22255199999999,1
13.1,2,77.134597,2
85.33,2,3.963708,1
88.31,2,59.129349,3
81.15,2,77.397085,3
60.02,0,58.05625899999999,3
94.61999999999999,1,49.574404,3
83.9,1,51.88125,3
59.15000000000001,0,16.478505,1
4.47,2,21.67347,0
25.25,1,36.73506,0
98.62,2,79.34421999999999,3
50.11,0,89.16548800000001,2
50.4,0,13.497648,0
54.78,2,19.427974,1
25.86,1,78.895696,2
59.71,0,9.03672,1
13.3,0,49.009047,0
19.97,1,17.710446,0
84.6,0,71.35248600000001,3
35.53,0,49.025578,0
61.8,0,14.932404,1
28.12,0,58.28959399999999,2
30.87,2,12.230934,0
84.84,2,47.685096,3
21.32,2,2.679516,0
39.09999999999999,2,82.93109,2
65.55,2,75.64128299999999,3
38.16,1,18.893714,0
33.99,2,25.030386,0
33.16,2,28.3434,0
37.95,1,63.74646599999999,2
41.58000000000001,2,41.39424,0
75.1,2,30.334513,1
18.26,1,31.34233,0
56.13,2,19.30539,1
78.79,2,13.992225,1
57.52,0,16.251564,1
68.47,0,42.97608,1
6.67,1,81.11249000000001,2
13.92,1,24.477856,0
42.2,0,5.353212000000001,0
23.22,0,68.04162,2
32.62,0,1.162548,0
63.43,2,30.464005,1
13.2,2,15.965976,0
96.2,0,5.005667999999999,1
58.21,2,6.196499999999999,1
13.19,0,67.99792,2
96.78999999999999,0,63.05193700000001,3
43.46,1,40.975875,0
24.85,2,53.198838,2
25.53,1,76.01482,2
37.56,0,51.875601,2
82.66000000000001,1,2.34354,1
53.95,2,58.184694,3
59.62,2,52.046928,3
81.72999999999999,0,91.101528,3
45.45,1,13.53132,0
15.36,2,75.40990399999998,2
79.17999999999999,0,22.499732,1
101.09,1,33.35724,1
76.64,0,17.037758,1
74.7,2,11.610837,1
98.56,0,84.705781,3
94.3,2,63.761907,3
36.71,2,6.832565,0
92.95,0,68.3876,3
24.41,1,66.303572,2
51.49,2,19.48608,0
7.4,2,50.595472,2
55.03,2,63.39115200000001,3
89.84,0,69.520944,3
52.82,0,35.3685,0
100.29,1,30.290975,1
68.07000000000001,0,12.7689,1
12.6,0,17.949132,0
101.75,2,63.128983,3
14.22,2,51.68369599999999,2
27.42,1,14.722249,0
60.8,1,4.755,1
101.46,1,63.01570499999999,3
69.96000000000001,1,30.152754,1
22.55,0,17.252622,0
89.16,1,52.738221,3
92.06,1,40.70527999999999,1
1.96,0,59.66357300000001,2
81.97999999999999,0,19.160064,1
26.17,1,80.54343,2
77.75,1,83.959008,3
49.0,1,14.326585,0
26.54,2,82.13930099999999,2
83.60000000000001,0,27.29353,1
13.07,2,92.743668,2
11.86,0,51.34986000000001,2
92.31,1,24.706137,1
89.55,2,9.18008,1
94.13000000000001,2,26.009048,1
103.02,2,55.73335599999999,3
